store_id,year,total_revenue,mean_revenue,median_revenue,min_revenue,max_revenue
CA_1,2011,2922245.86,2.8439989177752496,0.0,0.0,517.88
CA_1,2012,3917812.66,3.510792448298914,0.0,0.0,2164.3199999999997
CA_1,2013,4342793.28,3.9022839556647813,0.0,0.0,906.3600000000001
CA_1,2014,4645767.19,4.174525840495649,0.0,0.0,781.86
CA_1,2015,5058086.5200000005,4.545021740790828,0.0,0.0,592.62
CA_1,2016,1633546.87,4.6588243329958505,0.0,0.0,672.3000000000001
CA_2,2011,2411535.13,2.346963133313155,0.0,0.0,506.16
CA_2,2012,3063930.96,2.7456202248520074,0.0,0.0,302.48
CA_2,2013,3298343.92,2.963777856651855,0.0,0.0,493.90000000000003
CA_2,2014,3131040.08,2.8134444080026237,0.0,0.0,261.87
CA_2,2015,3906887.64,3.510594212339999,0.0,0.0,366.54
CA_2,2016,1597706.95,4.556610007557716,0.0,0.0,344.7
CA_3,2011,4174686.87,4.062904187100309,0.0,0.0,887.04
CA_3,2012,5652875.0,5.065599757691763,0.0,0.0,1374.48
CA_3,2013,6158423.62,5.533746631502805,0.0,0.0,763.0
CA_3,2014,6744344.24,6.060234651379074,0.0,0.0,766.9200000000001
CA_3,2015,7054105.72,6.3385756120353856,0.0,0.0,1257.1
CA_3,2016,2324284.25,6.628785631782338,1.0,0.0,707.1600000000001
CA_4,2011,1505776.15,1.4654570307139665,0.0,0.0,194.7
CA_4,2012,2061955.19,1.8477393734754923,0.0,0.0,383.46000000000004
CA_4,2013,2341768.79,2.1042325038076712,0.0,0.0,318.72
CA_4,2014,2565132.23,2.3049391716125207,0.0,0.0,372.0
CA_4,2015,2782280.73,2.50006130911999,0.0,0.0,348.6
CA_4,2016,950233.8,2.7100369329929985,0.0,0.0,189.43
TX_1,2011,2086062.89,2.030205836811797,0.0,0.0,1496.24
TX_1,2012,2819059.15,2.526188063093337,0.0,0.0,453.6
TX_1,2013,2975205.37,2.673416723201409,0.0,0.0,1766.94
TX_1,2014,3153808.79,2.8339035839282585,0.0,0.0,479.52000000000004
TX_1,2015,3535360.24,3.1767525305849214,0.0,0.0,456.96000000000004
TX_1,2016,1159665.62,3.3073299014644864,0.0,0.0,321.72
TX_2,2011,2864113.41,2.7874230399031448,0.0,0.0,378.88
TX_2,2012,3902965.25,3.497487530624571,0.0,0.0,526.6800000000001
TX_2,2013,4169267.0100000002,3.746359246463022,0.0,0.0,607.22
TX_2,2014,3805537.79,3.419524739752984,0.0,0.0,671.44
TX_2,2015,4290980.97,3.855727204517987,0.0,0.0,702.1800000000001
TX_2,2016,1485372.69,4.236236228556761,0.0,0.0,574.5
TX_3,2011,2256005.47,2.1955979827019223,0.0,0.0,486.40000000000003
TX_3,2012,2934446.29,2.6295876727476717,0.0,0.0,425.86
TX_3,2013,3091774.77,2.778161957434955,0.0,0.0,434.16
TX_3,2014,3635085.31,3.266362032015887,0.0,0.0,1078.92
TX_3,2015,4395218.56,3.9493915004695,0.0,0.0,1618.38
TX_3,2016,1484197.36,4.232884224335848,0.0,0.0,1034.1
WI_1,2011,1474474.34,1.4349933674805089,0.0,0.0,218.16
WI_1,2012,2017060.97,1.8075091985726754,0.0,0.0,445.50000000000006
WI_1,2013,2818384.7,2.532503088818701,0.0,0.0,420.24
WI_1,2014,3362263.61,3.0212138810389213,0.0,0.0,545.34
WI_1,2015,3789069.25,3.4047266788572044,0.0,0.0,262.24
WI_1,2016,1307982.15,3.7303239836297,0.0,0.0,210.54
WI_2,2011,1431217.15,1.3928944451311078,0.0,0.0,362.96000000000004
WI_2,2012,2642317.48,2.3678080244889035,0.0,0.0,584.08
WI_2,2013,3628699.84,3.2606242693539764,0.0,0.0,550.8000000000001
WI_2,2014,3957147.69,3.555756156296473,0.0,0.0,570.24
WI_2,2015,4298560.96,3.8625383215696143,0.0,0.0,539.38
WI_2,2016,1732795.18,4.94187739387112,0.0,0.0,704.22
WI_3,2011,2765218.81,2.6911764717332045,0.0,0.0,642.32
WI_3,2012,3636777.89,3.258954284034719,0.0,0.0,513.8100000000001
WI_3,2013,3098712.0100000002,2.784395521549846,0.0,0.0,483.06000000000006
WI_3,2014,2861786.2600000002,2.5715022306887056,0.0,0.0,393.36
WI_3,2015,3305906.02,2.970572898367756,0.0,0.0,429.12
WI_3,2016,1258505.12,3.5892170490681194,0.0,0.0,325.08
